file	model	served	genre	words	date	date_src	prompt
gpt-5.5-2026-04-23__blog_2004__23.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	278	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about registering to vote for the first time.
gpt-5.5-2026-04-23__blog_2004__24.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	296	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about an argument with my roommate about the dishes.
gpt-5.5-2026-04-23__blog_2004__25.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	369	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about the book I just finished.
gpt-5.5-2026-04-23__blog_2004__26.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	296	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about my first paycheck and what I spent it on.
gpt-5.5-2026-04-23__blog_2004__27.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	540	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about a camping trip that went badly.
gpt-5.5-2026-04-23__blog_2004__28.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	378	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about my little brother starting kindergarten.
gpt-5.5-2026-04-23__blog_2004__29.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	416	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about trying to teach myself guitar.
gpt-5.5-2026-04-23__blog_2004__30.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	541	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about a job interview that did not go well.
gpt-5.5-2026-04-23__blog_2004__31.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	451	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about my computer dying and losing everything on it.
gpt-5.5-2026-04-23__blog_2004__32.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	353	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about a family reunion at the lake.
gpt-5.5-2026-04-23__blog_2004__33.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	547	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about the message board I joined and the people on it.
gpt-5.5-2026-04-23__blog_2004__34.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	455	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about the diner I work at and the regulars.
gpt-5.5-2026-04-23__blog_2004__35.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	366	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about my grandmother being in the hospital.
gpt-5.5-2026-04-23__blog_2004__36.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	410	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about a video game I have been playing too much of.
gpt-5.5-2026-04-23__blog_2004__37.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	299	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about the construction on my commute.
gpt-5.5-2026-04-23__blog_2004__38.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	304	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about getting a puppy.
gpt-5.5-2026-04-23__blog_2004__39.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	298	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about my summer ending and classes starting again.
gpt-5.5-2026-04-23__blog_2004__40.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	blog_2004	418	2026-09-10	recorded	It is August 2004. Write an entry for my personal blog about a wedding I was not invited to.
gpt-5.5-2026-04-23__newsletter_2021__01.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1874	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on shipping and logistics, about the container backlog at the west coast ports.
gpt-5.5-2026-04-23__newsletter_2021__02.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2549	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on energy markets, about the Texas grid failure in February.
gpt-5.5-2026-04-23__newsletter_2021__03.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1675	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on semiconductors, about the chip shortage stopping car production lines.
gpt-5.5-2026-04-23__newsletter_2021__04.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1667	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on markets, about retail traders and the short squeeze in January.
gpt-5.5-2026-04-23__newsletter_2021__05.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2531	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on macroeconomics, about whether this inflation is transitory.
gpt-5.5-2026-04-23__newsletter_2021__06.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1202	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on housing, about bidding wars and how little inventory there is.
gpt-5.5-2026-04-23__newsletter_2021__07.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1832	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on public health, about the Delta variant and breakthrough infections.
gpt-5.5-2026-04-23__newsletter_2021__08.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1395	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on vaccine distribution, about cold chain logistics in rural counties.
gpt-5.5-2026-04-23__newsletter_2021__09.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1975	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on the future of work, about companies announcing permanent hybrid policies.
gpt-5.5-2026-04-23__newsletter_2021__10.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1691	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on labor economics, about the quit rate and why employers cannot fill roles.
gpt-5.5-2026-04-23__newsletter_2021__11.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2050	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on defense and foreign policy, about the withdrawal from Afghanistan.
gpt-5.5-2026-04-23__newsletter_2021__12.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2554	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on crypto, about what an NFT actually is and what people are buying.
gpt-5.5-2026-04-23__newsletter_2021__13.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1803	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on climate policy, about the new IPCC report.
gpt-5.5-2026-04-23__newsletter_2021__14.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2012	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on sports medicine, about single-sport specialization in young athletes.
gpt-5.5-2026-04-23__newsletter_2021__15.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2010	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter for small business owners, about what happened after the relief loans ran out.
gpt-5.5-2026-04-23__newsletter_2021__16.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1730	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on commercial real estate, about offices that are still empty.
gpt-5.5-2026-04-23__newsletter_2021__17.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1685	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on education policy, about schools reopening and what districts got wrong.
gpt-5.5-2026-04-23__newsletter_2021__18.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1739	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on aviation, about demand returning faster than staffing.
gpt-5.5-2026-04-23__newsletter_2021__19.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1951	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on restaurants, about delivery apps and what they do to margins.
gpt-5.5-2026-04-23__newsletter_2021__20.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2068	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on the film business, about studios releasing to theaters and streaming the same day.
gpt-5.5-2026-04-23__newsletter_2021__21.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2189	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on geopolitics, about Taiwan and semiconductor manufacturing.
gpt-5.5-2026-04-23__newsletter_2021__22.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1890	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on construction, about lumber prices and what they did to homebuilders.
gpt-5.5-2026-04-23__newsletter_2021__23.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1730	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on the auto industry, about used cars costing more than new ones.
gpt-5.5-2026-04-23__newsletter_2021__24.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2414	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on infrastructure, about what is actually in the spending bill.
gpt-5.5-2026-04-23__newsletter_2021__25.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1943	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on adolescent psychology, about the research on social media and teenage girls.
gpt-5.5-2026-04-23__newsletter_2021__26.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1689	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on spaceflight, about private crewed launches and what they cost.
gpt-5.5-2026-04-23__newsletter_2021__27.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1584	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on cybersecurity, about the pipeline ransomware attack and what it exposed.
gpt-5.5-2026-04-23__newsletter_2021__28.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2089	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on operations, about companies rethinking just-in-time inventory.
gpt-5.5-2026-04-23__newsletter_2021__29.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1869	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on local government, about how counties are spending relief funds.
gpt-5.5-2026-04-23__newsletter_2021__30.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2600	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on venture capital, about the SPAC boom and who is left holding it.
gpt-5.5-2026-04-23__newsletter_2021__31.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1948	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on medicine, about whether telehealth survives once the surge ends.
gpt-5.5-2026-04-23__newsletter_2021__32.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1525	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on agriculture, about the drought in the west and this year's yields.
gpt-5.5-2026-04-23__newsletter_2021__33.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2182	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on the music business, about touring restarting and what it costs now.
gpt-5.5-2026-04-23__newsletter_2021__34.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2079	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on journalism, about whether paid newsletters are a real business.
gpt-5.5-2026-04-23__newsletter_2021__35.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2046	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on urban policy, about outdoor dining becoming permanent.
gpt-5.5-2026-04-23__newsletter_2021__36.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1674	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on e-commerce, about shipping costs for small sellers.
gpt-5.5-2026-04-23__newsletter_2021__37.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1539	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on nursing, about staffing shortages and what hospitals are paying travelers.
gpt-5.5-2026-04-23__newsletter_2021__38.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2455	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on machine learning, about what large language models can and cannot do yet.
gpt-5.5-2026-04-23__newsletter_2021__39.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1692	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on retail, about store closures and where the sales actually went.
gpt-5.5-2026-04-23__newsletter_2021__40.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1559	2026-09-10	recorded	It is 2021. Write this week's issue of my newsletter on refining, about why gasoline prices moved the way they did this year.
gpt-5.5-2026-04-23__newsletter_2021__41.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1865	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on trucking, about the driver shortage and how long trucks wait at warehouse docks.
gpt-5.5-2026-04-23__newsletter_2021__42.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1725	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on insurance, about wildfire risk and insurers pulling back from parts of California.
gpt-5.5-2026-04-23__newsletter_2021__43.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2152	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on college sports, about athletes being allowed to earn money from their own names.
gpt-5.5-2026-04-23__newsletter_2021__44.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2768	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on antitrust, about the tech bills moving through Congress and what they would actually change.
gpt-5.5-2026-04-23__newsletter_2021__45.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1651	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on China, about the crackdown on tutoring companies and what it did to foreign investors.
gpt-5.5-2026-04-23__newsletter_2021__46.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1769	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on consumer finance, about buy now, pay later and who is really doing the lending.
gpt-5.5-2026-04-23__newsletter_2021__47.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1500	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on higher education, about the enrollment drop and which colleges are feeling it first.
gpt-5.5-2026-04-23__newsletter_2021__48.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1563	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on water policy, about the first shortage declaration on the Colorado River.
gpt-5.5-2026-04-23__newsletter_2021__49.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1880	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on immigration, about visa backlogs and how long people are actually waiting.
gpt-5.5-2026-04-23__newsletter_2021__50.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2362	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on electric vehicles, about the charging network and who is expected to pay for it.
gpt-5.5-2026-04-23__newsletter_2021__51.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1766	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on mental health, about waiting lists for therapists and what is driving the demand.
gpt-5.5-2026-04-23__newsletter_2021__52.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1955	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on apparel, about cotton prices and where brands are moving their sourcing.
gpt-5.5-2026-04-23__newsletter_2021__53.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2375	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on podcasting, about exclusive deals and whether any of them earn back.
gpt-5.5-2026-04-23__newsletter_2021__54.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1867	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on state tax, about remote workers and which state gets to tax them.
gpt-5.5-2026-04-23__newsletter_2021__55.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1638	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on cruise lines, about restarting sailings and what the protocols cost per passenger.
gpt-5.5-2026-04-23__newsletter_2021__56.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1237	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on childcare, about providers closing and what it does to parents going back to work.
gpt-5.5-2026-04-23__newsletter_2021__57.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	2181	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on seafood, about supply chains and what happened when restaurant demand fell away.
gpt-5.5-2026-04-23__newsletter_2021__58.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1351	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on public libraries, about what publishers charge for ebook licences.
gpt-5.5-2026-04-23__newsletter_2021__59.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1977	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on utilities, about grid spending after this year's storms.
gpt-5.5-2026-04-23__newsletter_2021__60.txt	gpt-5.5-2026-04-23	gpt-5.5-2026-04-23	newsletter_2021	1426	2026-09-14	recorded	It is 2021. Write this week's issue of my newsletter on warehousing, about rents and the scramble for space close to cities.
